age,gender,profiles,cases,score
21,Female,2,0,
,Male,1,0,
31,Male,3,1,
18,Male,1,0,
,Male,1,0,
,Male,1,0,
,Male,1,0,
25,Male,1,1,
25,Female,1,0,
,Male,1,0,
21,Male,1,0,
,Male,1,0,
,Male,1,0,
29,Male,1,0,
22,Male,1,1,4
20,Female,1,0,
,Male,1,0,
,Male,1,0,
,Male,1,0,
29,Male,2,0,
23,Female,1,1,
19,Female,1,0,
,Male,1,0,
,Male,1,0,
,Female,1,0,
24,Male,1,1,5
20,Male,1,1,4
27,Male,1,1,
,Male,1,0,
,Female,1,0,
,Male,1,0,
,Male,1,0,
22,Male,1,1,5
32,Male,1,1,
22,Male,1,0,
24,Male,1,0,
28,Male,1,0,
,Male,3,1,
18,Female,1,1,
,Male,2,0,
,Male,1,0,
23,Male,1,1,
12,Male,3,0,
,Male,2,0,
18,Male,1,0,
,Male,2,0,
36,Male,1,1,
22,Male,1,0,
,Female,2,1,
26,Male,1,0,
37,Male,1,1,
31,Male,1,0,
26,Male,2,4,
,Male,2,1,
,Male,1,0,
19,Male,1,0,
,Female,1,0,
,Male,2,0,
,Male,1,0,
22,Male,1,0,
35,Female,1,0,
20,Male,1,0,
23,Male,1,0,
21,Male,1,0,
,Male,1,0,
18,Male,1,1,
22,Male,1,0,
,Male,2,0,
,Male,2,0,
,Male,1,0,
30,Male,1,0,
18,Male,1,0,
16,Male,1,0,
,Male,1,0,
23,Male,1,1,
,Female,1,0,
23,Female,1,1,
29,Male,1,1,5
25,Male,1,0,
25,Male,3,1,5
,Male,2,0,
25,Male,1,0,
,Male,2,0,
24,Male,1,1,5
37,Male,1,1,5
17,Male,1,0,
26,Female,1,1,4
,Male,1,0,
,Male,1,0,
,Male,1,0,
21,Male,1,0,
,Male,2,0,
,Male,2,0,
,Female,2,0,
18,Male,1,0,
25,Male,1,0,
31,Male,1,1,
21,Male,1,0,
24,Female,1,1,5
30,Male,1,0,
33,Female,2,3,
,Male,1,0,
,Female,2,0,
23,Male,1,0,
33,Male,1,0,
49,Male,2,0,
23,Female,1,1,
23,Female,1,1,4
26,Male,1,1,
,Male,2,1,5
27,Male,1,0,
26,Male,1,0,
,Female,2,0,
,Male,1,0,
,Male,1,0,
17,Male,1,0,
23,Female,1,0,
,Male,1,0,
,Female,2,0,
31,Female,1,1,
21,Female,1,1,
21,Male,1,1,
,Male,2,0,
16,Male,1,0,
,Male,1,0,
23,Female,1,1,4
17,Female,2,1,5
,Female,1,0,
20,Male,1,0,
22,Male,1,0,
20,Male,1,0,
,Male,2,0,
35,Male,1,0,
31,Male,1,0,
24,Female,1,0,
,Female,1,0,
23,Male,1,0,
27,Male,1,0,
,Male,2,1,5
,Male,1,0,
19,Male,1,1,
,Male,1,0,
,Female,1,0,
20,Male,1,0,
22,Female,1,1,5
,Male,2,0,
19,Male,1,0,
,Male,1,0,
26,Female,1,1,5
18,Male,1,0,
21,Female,1,0,
,Male,1,0,
27,Male,1,1,5
,Male,1,0,
28,Female,1,1,
23,Male,1,1,
26,Female,1,1,
,Male,1,0,
25,Male,1,0,
23,Male,1,0,
,Male,1,0,
61,Male,3,1,
19,Male,1,1,
22,Male,1,1,5
27,Male,1,1,
21,Male,2,1,
,Male,3,0,
31,Female,1,1,
20,Female,1,0,
34,Male,1,0,
25,Male,2,1,5
19,Male,1,1,5
19,Female,1,0,
26,Male,2,1,4
22,Male,1,1,4
21,Male,1,0,
,Male,3,0,
23,Male,1,1,5
23,Male,1,0,
,Male,1,0,
18,Male,1,0,
22,Male,1,0,
23,Female,1,0,
24,Female,1,1,
,Female,2,0,
20,Male,1,0,
24,Male,1,1,5
,Male,2,0,
17,Male,1,0,
21,Male,1,1,
16,Female,1,0,
24,Male,1,1,5
32,Male,2,0,
,Male,1,0,
,Female,2,0,
29,Female,1,0,
23,Male,1,0,
25,Female,1,1,5
26,Female,1,1,5
26,Male,2,0,
25,Female,1,0,
35,Male,2,1,4
,Male,2,0,
23,Female,1,1,5
,Male,1,0,
19,Male,1,0,
26,Male,1,0,
19,Female,1,1,
29,Male,1,0,
,Male,2,0,
20,Male,1,0,
,Male,1,0,
30,Female,1,1,
20,Female,1,1,5
23,Male,1,0,
,Male,1,0,
22,Male,1,1,5
19,Male,1,1,5
25,Female,1,1,
27,Male,1,1,
,Male,2,0,
,Female,2,0,
29,Male,1,1,
21,Male,1,0,
23,Male,1,0,
29,Female,1,0,
27,Male,1,0,
29,Female,1,1,
,Male,2,0,
20,Female,1,1,
28,Male,1,0,
24,Male,1,1,
31,Female,1,1,
19,Male,1,1,
28,Male,1,0,
24,Male,1,2,5
,Male,1,0,
25,Male,1,0,
65,Male,1,1,
,Male,2,1,4
,Male,1,0,
32,Female,1,0,
,Male,2,1,
23,Female,1,1,5
21,Male,2,1,1
27,Male,1,0,
18,Male,3,1,5
22,Male,2,1,5
30,Male,1,3,
25,Male,1,1,
18,Male,1,1,
24,Female,1,1,
25,Male,1,0,
20,Male,1,1,
32,Male,2,1,
32,Male,1,0,
27,Male,1,1,5
20,Male,1,0,
26,Female,1,0,
19,Female,1,1,5
24,Male,1,4,
18,Male,1,1,5
22,Female,1,1,
22,Male,1,0,
28,Male,4,1,
30,Female,1,0,
26,Female,1,1,
,Male,2,0,
26,Female,2,1,3
29,Female,1,1,5
,Female,1,0,
20,Male,1,0,
,Female,2,1,5
26,Male,1,4,
21,Female,1,1,5
,Male,2,0,
25,Male,2,0,
55,Male,2,1,
25,Female,1,0,
,Male,1,0,
30,Male,1,2,5
,Male,2,0,
,Male,1,0,
22,Female,1,0,
,Female,1,0,
,Male,2,1,5
,Male,1,0,
25,Male,1,1,
,Male,2,1,
25,Male,1,0,
20,Male,1,1,
123,Male,1,0,
18,Female,1,1,
30,Male,1,0,
25,Male,1,0,
26,Male,2,0,
69,Male,3,1,
27,Female,1,1,
25,Male,1,1,
24,Female,1,0,
19,Male,3,0,
19,Male,2,1,5
26,Male,2,1,
,Female,2,0,
21,Male,1,0,
20,Male,2,0,
,Male,1,0,
21,Female,1,0,
26,Male,1,1,5
,Female,1,0,
30,Male,1,0,
,Female,1,0,
25,Female,1,1,5
27,Male,1,0,
27,Female,1,0,
,Male,2,0,
,Male,1,0,
,Male,1,0,
18,Male,1,0,
23,Male,1,0,
24,Female,1,0,
,Male,2,0,
19,Male,1,0,
35,Female,1,0,
24,Male,2,2,
29,Male,2,0,
21,Female,2,1,
27,Female,1,2,
33,Male,3,0,
,Male,2,1,
23,Male,1,1,
19,Male,1,1,
28,Male,3,2,
,Male,1,0,
22,Male,1,1,
24,Male,3,1,1
,Male,1,0,
26,Male,1,0,
26,Male,1,0,
24,Female,1,0,
,Female,2,0,
,Male,2,0,
32,Male,1,0,
21,Female,1,0,
25,Female,1,1,4
,Others,1,0,
24,Male,1,0,
,Male,1,0,
27,Male,1,0,
21,Female,1,0,
39,Male,1,0,
22,Female,1,1,5
26,Male,1,1,5
,Male,1,0,
28,Female,1,1,
21,Male,1,0,
19,Female,3,1,5
,Female,1,0,
19,Male,1,0,
40,Male,1,0,
31,Others,1,0,
,Male,1,0,
22,Female,1,1,5
,Male,1,0,
24,Male,1,1,4
33,Male,1,0,
,Female,2,0,
,Male,3,0,
20,Female,1,1,
20,Male,1,0,
,Male,2,1,
23,Female,1,0,
,Female,2,1,4
20,Male,1,1,
29,Female,1,0,
19,Male,1,1,5
25,Male,1,1,4
19,Male,1,2,5
18,Male,1,0,
,Male,2,0,
29,Female,1,1,5
23,Male,1,1,5
,Male,1,0,
28,Male,1,0,
,Male,2,1,5
21,Female,1,1,
40,Male,1,1,2
33,Male,1,0,
21,Male,1,0,
,Male,2,0,
23,Male,1,0,
38,Female,1,0,
21,Female,1,1,
26,Male,1,1,
,Female,2,1,
,Male,2,0,
22,Male,1,0,
21,Male,1,0,
22,Male,1,1,
21,Female,1,0,
31,Male,1,0,
,Male,1,0,
,Male,2,1,
,Male,1,0,
17,Male,1,0,
,Male,2,0,
26,Male,1,1,
,Male,2,0,
,Male,3,0,
20,Female,1,1,
,Male,2,0,
25,Male,1,0,
,Male,2,0,
25,Female,1,1,
28,Male,1,1,4
30,Male,1,1,
20,Female,1,1,5
,Female,2,1,
23,Male,1,0,
18,Male,1,0,
,Male,3,0,
49,Female,1,1,
12,Male,1,0,
30,Male,1,0,
18,Male,1,0,
34,Male,1,0,
24,Male,1,0,
18,Male,1,0,
29,Male,1,0,
23,Male,1,0,
35,Female,1,2,5
24,Female,1,1,
20,Female,2,1,
32,Female,2,1,5
24,Female,1,1,5
,Female,2,0,
23,Male,1,1,5
,Male,2,0,
28,Female,1,1,1
26,Male,1,1,5
,Male,1,0,
25,Female,1,0,
,Male,1,0,
26,Female,2,1,
21,Male,1,0,
,Male,2,1,
17,Male,1,0,
26,Female,2,1,5
,Male,2,0,
50,Male,6,3,5
23,Male,1,0,
24,Female,1,1,
,Male,1,0,
21,Male,1,1,
23,Female,1,1,
20,Male,1,0,
20,Male,2,0,
21,Male,1,1,
25,Male,1,1,
,Male,2,1,
19,Male,1,1,5
32,Male,4,3,5
24,Male,1,1,
18,Male,3,1,
21,Male,1,1,
24,Male,1,1,5
26,Female,1,1,
23,Female,1,1,
,Male,2,0,
24,Male,1,1,
25,Male,1,0,
19,Female,1,0,
26,Female,1,1,
25,Male,1,0,
24,Male,2,1,
,Female,2,1,
14,Male,1,0,
31,Female,1,0,
,Male,2,1,
26,Male,1,0,
,Others,1,0,
31,Male,1,1,5
29,Female,1,0,
25,Female,1,0,
,Male,1,0,
,Female,2,0,
23,Female,1,1,
26,Male,1,0,
,Male,1,0,
,Male,2,0,
,Male,1,0,
,Male,2,0,
30,Male,1,1,5
24,Female,1,1,
,Male,1,0,
,Male,1,0,
20,Male,1,0,
,Others,1,0,
21,Male,1,0,
19,Male,1,1,5
30,Male,1,0,
28,Male,1,1,5
21,Male,2,1,
22,Male,1,0,
28,Male,1,1,
15,Male,1,0,
25,Male,1,0,
,Female,2,0,
19,Female,2,5,5
,Male,1,0,
29,Male,1,1,
25,Male,1,1,4
19,Male,1,0,
22,Male,4,1,
,Male,1,0,
36,Male,1,0,
22,Male,1,1,3
,Male,1,0,
31,Male,1,1,
26,Female,1,1,
24,Female,1,1,5
19,Female,1,0,
19,Male,2,0,
30,Male,1,0,
25,Male,2,0,
21,Female,1,0,
,Male,1,0,
24,Male,1,0,
30,Male,1,1,5
21,Male,1,1,5
,Male,2,0,
20,Female,1,1,
26,Male,1,0,
29,Male,1,0,
23,Male,1,0,
22,Male,1,1,
,Female,2,0,
31,Male,2,1,
40,Female,1,0,
25,Female,1,0,
,Male,1,0,
30,Female,1,0,
19,Male,2,0,
,Male,3,0,
99,Male,1,0,
39,Male,1,0,
31,Male,2,2,
30,Female,2,1,
35,Female,1,0,
21,Male,1,0,
30,Male,1,0,
20,Female,1,0,
21,Male,1,0,
17,Male,1,0,
34,Female,3,1,
,Female,2,0,
20,Male,1,0,
29,Male,1,0,
29,Female,1,0,
50,Male,3,1,5
24,Male,2,1,
,Male,2,1,
,Male,1,0,
,Male,2,0,
33,Male,2,0,
,Female,2,1,3
21,Male,1,0,
17,Male,1,0,
23,Male,1,0,
31,Male,2,1,
19,Male,1,0,
22,Male,1,1,
,Male,2,0,
19,Male,1,1,
25,Male,1,1,5
,Male,2,0,
27,Female,1,0,
27,Male,2,0,
21,Male,1,1,
32,Male,2,0,
28,Female,1,1,
16,Male,1,0,
24,Male,1,0,
27,Female,1,0,
,Male,2,0,
25,Female,1,1,
26,Male,1,0,
18,Male,1,0,
39,Male,1,1,
26,Female,1,1,5
27,Male,2,1,5
17,Male,1,0,
,Male,1,0,
27,Male,1,0,
27,Male,3,1,5
19,Male,1,1,5
22,Female,1,1,5
32,Male,1,1,5
20,Male,1,0,
,Male,2,0,
27,Male,1,0,
25,Female,1,0,
,Male,1,0,
46,Male,2,0,
19,Male,1,1,5
19,Male,1,0,
24,Female,1,1,5
28,Male,1,1,
,Female,2,0,
,Male,2,0,
22,Male,3,1,
18,Male,1,0,
31,Male,3,0,
21,Male,1,0,
,Male,2,0,
20,Male,2,0,
,Male,2,0,
22,Male,1,0,
,Male,2,0,
,Male,1,0,
17,Male,1,0,
22,Male,3,1,
60,Male,2,0,
19,Male,1,0,
25,Female,1,2,
35,Male,1,0,
23,Female,1,0,
55,Male,1,0,
18,Male,1,0,
,Male,1,0,
28,Male,1,0,
20,Female,1,0,
21,Male,2,0,
26,Female,2,1,
23,Female,1,1,
18,Male,1,1,
21,Male,1,0,
23,Female,1,1,
18,Male,1,0,
24,Male,1,0,
23,Female,3,0,
46,Male,1,0,
24,Female,1,1,
35,Female,1,0,
121,Male,1,0,
36,Male,1,0,
23,Male,2,6,
35,Male,4,1,5
25,Male,1,0,
20,Female,1,1,5
18,Male,1,1,
29,Male,1,0,
22,Female,1,1,
22,Male,1,0,
,Male,1,0,
22,Male,1,0,
,Male,2,0,
20,Female,1,0,
16,Male,1,0,
26,Female,1,0,
,Male,2,1,
,Male,2,1,
28,Male,1,2,3
21,Female,1,0,
23,Male,1,0,
25,Male,1,1,
32,Male,2,0,
26,Female,1,0,
,Male,2,0,
33,Male,3,1,1
23,Male,2,0,
53,Male,1,0,
,Female,1,0,
28,Female,2,1,
,Male,1,0,
23,Male,2,0,
39,Female,1,1,5
47,Male,1,0,
26,Male,1,1,
,Female,1,0,
22,Male,1,0,
27,Female,1,1,4
,Male,1,0,
36,Female,2,1,3
23,Male,2,3,
17,Male,1,0,
53,Male,1,0,
28,Female,1,0,
,Female,2,1,
18,Male,1,0,
,Male,1,0,
22,Male,1,1,
43,Male,1,0,
24,Female,1,0,
21,Male,1,0,
22,Female,1,1,5
30,Male,1,0,
,Male,1,0,
15,Male,2,0,
,Male,2,0,
18,Male,1,0,
41,Male,1,0,
23,Female,1,0,
22,Male,1,0,
23,Male,1,1,5
,Female,1,0,
,Male,2,1,5
23,Female,1,1,5
21,Male,1,1,5
,Male,1,0,
,Male,1,0,
22,Female,1,0,
21,Male,1,0,
,Male,2,0,
24,Male,1,0,
20,Male,1,1,5
39,Male,1,1,5
21,Male,1,1,3
18,Female,1,0,
22,Female,1,0,
25,Female,1,0,
21,Male,1,0,
,Male,2,0,
22,Female,2,0,
21,Female,1,1,5
23,Male,1,0,
20,Female,1,0,
21,Male,1,0,
19,Male,1,0,
14,Male,1,0,
62,Female,1,0,
22,Female,2,1,
41,Male,1,0,
21,Male,1,0,
17,Male,2,0,
,Male,2,0,
,Male,1,0,
,Male,2,0,
,Male,2,0,
25,Male,1,0,
,Male,1,0,
26,Male,1,1,
21,Female,1,0,
23,Male,1,1,
,Male,1,0,
22,Female,1,0,
19,Male,1,0,
25,Female,1,1,
23,Male,1,0,
16,Female,1,0,
21,Male,1,0,
18,Female,1,1,
24,Male,1,0,
,Female,2,0,
25,Male,1,1,
23,Male,1,0,
,Male,1,0,
18,Male,1,1,
,Male,3,0,
32,Female,2,2,5
,Female,2,0,
19,Female,1,0,
21,Female,1,0,
23,Female,1,1,4
18,Male,1,1,
27,Male,1,0,
20,Male,1,0,
,Male,1,0,
,Male,2,0,
24,Male,2,1,5
,Male,1,0,
18,Male,1,0,
,Male,1,0,
24,Male,1,0,
,Male,2,0,
27,Male,1,1,
28,Female,1,1,3
19,Male,1,0,
25,Male,1,1,5
,Male,2,0,
25,Female,1,0,
,Female,1,0,
,Male,1,0,
,Male,1,0,
23,Female,1,0,
,Female,1,0,
33,Male,1,0,
,Male,2,1,
23,Female,1,0,
,Male,1,0,
18,Male,1,0,
,Male,1,0,
,Female,1,0,
11,Female,1,0,
,Male,2,0,
23,Female,2,2,5
19,Male,1,1,5
21,Male,1,1,
28,Female,1,1,
25,Female,1,0,
26,Male,1,0,
32,Female,1,1,
,Male,1,0,
22,Male,1,1,5
24,Male,1,1,
28,Male,1,1,4
24,Male,1,0,
31,Male,4,4,5
24,Male,1,1,
,Male,2,1,
22,Male,1,0,
21,Female,1,0,
25,Female,1,1,
,Male,3,0,
25,Male,1,1,5
15,Male,1,0,
,Female,2,0,
,Male,2,0,
,Male,1,0,
23,Male,1,0,
,Male,1,0,
21,Male,1,2,5
,Female,1,0,
22,Female,1,1,5
30,Male,2,0,
,Male,1,0,
27,Male,2,1,
23,Female,1,1,
34,Male,2,0,
24,Male,1,1,5
,Male,1,0,
27,Male,1,1,
22,Female,1,0,
15,Female,2,0,
18,Male,2,0,
20,Male,1,0,
20,Female,1,0,
23,Male,1,1,
22,Female,1,1,5
,Male,2,0,
20,Male,1,1,5
20,Male,1,0,
27,Male,1,0,
,Male,2,0,
,Male,2,0,
26,Female,1,0,
,Male,1,0,
,Female,1,0,
21,Male,1,0,
25,Female,1,1,
,Male,1,0,
28,Female,1,1,5
23,Male,1,0,
32,Female,2,0,
,Female,1,0,
,Male,2,0,
23,Male,1,0,
30,Male,1,0,
,Male,3,1,5
21,Male,1,1,
15,Male,1,0,
19,Male,1,0,
18,Male,1,0,
24,Male,1,0,
25,Male,1,0,
21,Male,1,0,
18,Male,1,1,
24,Female,1,1,1
23,Male,1,0,
29,Male,1,0,
27,Female,2,1,
19,Male,1,0,
,Male,2,0,
17,Male,1,0,
21,Male,1,0,
,Male,1,0,
22,Female,1,1,5
,Male,1,0,
,Male,2,1,5
22,Male,1,0,
58,Male,1,1,
22,Male,1,0,
22,Female,1,1,5
22,Male,1,0,
22,Male,1,0,
,Male,2,0,
42,Female,1,1,
26,Male,1,0,
30,Male,6,1,
23,Male,1,1,5
17,Male,1,0,
,Male,2,1,4
32,Male,2,2,
25,Male,1,1,5
18,Male,1,0,
23,Male,1,1,
22,Female,1,1,
,Male,1,0,
24,Male,2,1,5
22,Male,1,0,
30,Male,2,1,5
26,Male,2,1,5
32,Male,1,0,
24,Male,1,0,
23,Male,1,1,
,Male,1,0,
36,Male,1,0,
,Male,1,0,
30,Male,1,0,
27,Male,1,0,
,Male,2,0,
,Male,2,0,
,Female,2,1,
,Male,2,1,
22,Male,1,0,
25,Male,1,1,
21,Male,1,1,5
21,Male,2,1,5
18,Male,1,0,
21,Female,1,1,
22,Male,1,0,
31,Male,1,1,
16,Male,1,0,
22,Male,1,0,
19,Male,1,0,
,Male,3,0,
51,Male,1,0,
17,Male,1,0,
30,Male,1,1,
,Male,1,0,
24,Male,1,0,
,Male,3,1,5
31,Male,1,0,
20,Male,1,0,
,Male,1,0,
23,Male,1,0,
,Male,3,1,
23,Male,1,1,4
28,Female,1,0,
,Male,2,1,
25,Male,1,0,
20,Female,1,0,
16,Male,1,0,
28,Male,1,0,
,Male,1,0,
,Male,1,0,
24,Male,1,0,
22,Male,1,1,
21,Female,1,1,
21,Male,1,1,4
19,Female,1,1,
34,Female,1,0,
,Male,1,0,
16,Male,1,0,
22,Male,1,1,
17,Male,1,0,
19,Male,1,0,
22,Male,2,0,
,Male,2,0,
24,Male,1,0,
20,Male,1,0,
19,Male,2,0,
15,Female,1,0,
,Male,2,1,
28,Male,3,1,4
24,Male,2,1,5
12,Male,1,0,
,Male,1,0,
,Male,2,0,
20,Male,1,0,
27,Male,2,0,
15,Male,1,0,
21,Male,1,0,
36,Male,2,0,
31,Female,1,1,
25,Male,1,0,
19,Male,1,0,
20,Male,1,1,
18,Male,1,0,
26,Male,1,1,
16,Male,1,0,
19,Male,1,1,
29,Female,1,1,
,Female,2,0,
21,Male,2,1,
,Male,2,0,
20,Male,1,0,
30,Male,1,2,
20,Male,1,0,
,Male,1,0,
18,Male,1,0,
29,Male,1,2,5
28,Male,2,3,5
,Male,2,1,
26,Female,1,1,5
20,Male,1,0,
25,Female,1,0,
20,Female,1,0,
22,Male,2,1,4
21,Female,1,0,
,Male,2,0,
45,Female,1,0,
,Male,1,0,
37,Male,1,1,
22,Male,1,1,
21,Male,2,0,
29,Male,1,1,
23,Male,1,0,
23,Male,2,1,5
38,Male,1,1,
21,Male,1,0,
16,Female,2,0,
20,Female,1,1,
,Male,2,0,
,Male,2,0,
24,Female,1,0,
20,Male,1,0,
19,Male,1,1,
48,Male,1,1,
,Male,1,0,
18,Male,1,1,
19,Male,1,0,
,Male,2,0,
30,Male,1,2,
18,Male,1,0,
45,Female,2,0,
20,Male,1,0,
27,Male,1,0,
21,Male,1,0,
21,Female,1,0,
30,Male,1,0,
14,Female,1,0,
39,Male,1,0,
20,Male,1,1,
27,Male,1,0,
,Male,2,0,
17,Male,1,0,
31,Male,1,0,
29,Female,1,0,
,Male,2,1,5
25,Male,1,0,
24,Male,1,1,
32,Male,1,2,5
19,Male,1,0,
20,Male,1,1,
26,Female,1,1,
24,Female,2,1,5
15,Male,1,0,
24,Male,1,1,5
,Male,2,1,
19,Female,1,1,
,Female,1,0,
,Male,1,0,
21,Male,1,1,
29,Male,1,0,
,Female,2,0,
,Female,1,0,
22,Male,2,0,
,Female,2,0,
21,Male,1,0,
27,Female,1,0,
995,Male,2,0,
21,Male,1,1,5
22,Male,1,1,5
22,Male,1,1,5
18,Male,2,0,
24,Male,1,0,
26,Male,1,0,
18,Female,1,0,
25,Female,1,1,
24,Male,1,1,
19,Male,1,1,5
23,Female,1,1,5
23,Female,1,0,
33,Female,1,1,5
19,Male,1,0,
,Male,1,0,
18,Male,1,1,
30,Female,1,0,
51,Male,1,0,
19,Male,1,0,
23,Male,1,0,
,Female,1,0,
20,Male,1,1,
30,Male,1,0,
,Male,2,0,
28,Male,1,1,
,Male,1,0,
30,Male,1,0,
23,Female,1,0,
28,Female,1,1,4
25,Male,2,0,
23,Male,2,0,
25,Male,1,0,
18,Male,1,0,
30,Male,1,0,
22,Male,2,0,
,Male,2,0,
17,Male,2,0,
27,Male,1,0,
,Female,2,0,
,Male,1,0,
17,Male,1,1,
40,Male,2,3,5
19,Male,1,0,
,Male,1,0,
,Male,2,0,
,Male,1,0,
30,Male,1,1,5
17,Male,2,0,
40,Female,1,1,
28,Male,1,0,
,Male,1,0,
27,Male,1,1,
19,Male,1,0,
25,Female,1,1,5
24,Male,1,1,5
,Male,5,2,1
,Female,1,0,
21,Male,1,0,
,Male,2,0,
20,Female,1,1,
18,Female,1,1,
22,Female,1,0,
,Female,3,0,
,Male,2,0,
17,Female,2,0,
25,Female,1,0,
35,Male,3,1,5
21,Female,1,1,
24,Male,1,0,
20,Others,1,0,
21,Male,1,1,
24,Male,1,0,
,Male,1,0,
21,Female,1,1,5
27,Male,3,2,
18,Male,1,1,
34,Male,2,3,5
23,Male,1,1,
19,Male,1,0,
,Male,1,0,
23,Female,1,1,
,Male,1,0,
19,Male,1,0,
,Male,1,0,
,Male,2,1,
,Male,1,0,
23,Female,1,0,
20,Male,2,1,5
26,Female,1,1,5
22,Male,1,0,
23,Female,1,0,
20,Male,3,1,5
24,Female,1,1,4
,Male,3,1,5
31,Male,3,1,
,Male,1,0,
22,Male,1,1,5
21,Male,2,0,
34,Male,1,0,
23,Male,1,0,
21,Female,1,0,
,Male,2,0,
30,Male,1,0,
,Male,1,0,
,Male,1,0,
21,Female,1,0,
,Male,1,0,
15,Male,1,0,
24,Male,2,1,5
31,Female,1,0,
43,Female,1,1,
,Male,2,1,5
24,Male,1,1,
24,Male,1,1,5
19,Female,1,1,5
26,Male,1,0,
18,Male,1,1,5
19,Female,1,0,
,Female,2,1,5
20,Female,2,1,5
14,Others,2,0,
18,Male,1,0,
,Male,1,0,
,Male,1,0,
,Male,1,0,
17,Male,1,0,
18,Male,1,0,
25,Male,1,0,
18,Male,1,1,5
25,Female,1,0,
30,Male,1,0,
23,Male,2,0,
18,Male,1,1,
32,Male,2,1,
,Male,2,1,
,Male,1,0,
23,Male,1,1,
,Male,2,1,5
21,Male,1,1,5
32,Female,1,1,5
,Female,1,0,
,Female,2,0,
29,Male,1,1,
27,Female,1,0,
,Male,1,0,
21,Male,1,0,
20,Male,1,1,
18,Male,1,1,
25,Male,1,1,5
,Female,2,0,
,Female,2,0,
21,Male,1,2,
29,Male,1,0,
,Female,1,0,
,Male,2,0,
27,Male,1,0,
26,Male,1,0,
23,Female,1,0,
,Male,3,0,
32,Male,1,1,5
26,Male,1,1,5
,Male,1,0,
31,Male,1,0,
21,Female,1,0,
18,Male,1,1,
22,Male,1,0,
25,Male,1,1,
24,Male,1,0,
31,Male,1,0,
20,Female,1,1,4
22,Male,1,2,
22,Male,1,0,
,Male,1,0,
24,Female,1,0,
33,Male,3,1,4
21,Male,1,0,
15,Female,2,0,
,Male,1,0,
26,Male,1,1,5
19,Female,1,1,5
,Male,2,0,
41,Male,1,0,
20,Male,1,1,4
25,Male,1,1,5
23,Male,1,0,
25,Male,1,0,
23,Male,1,1,
19,Male,1,1,4
23,Female,1,1,
18,Female,1,1,
20,Male,1,0,
25,Female,1,1,3
20,Male,1,1,5
22,Female,1,0,
35,Male,1,2,5
27,Female,1,1,1
18,Male,1,0,
24,Male,1,1,
,Female,2,0,
,Male,2,2,5
26,Male,4,1,5
22,Male,1,0,
18,Female,2,1,
26,Male,1,0,
21,Male,1,0,
29,Female,4,2,
,Male,2,0,
,Male,2,0,
24,Male,1,7,4
,Male,2,0,
48,Male,1,1,5
25,Male,1,0,
21,Female,1,1,
29,Male,1,0,
20,Male,1,1,3
18,Male,1,0,
28,Male,1,0,
20,Male,1,1,5
22,Male,1,1,5
27,Female,1,0,
,Male,2,0,
27,Male,1,0,
,Male,2,0,
20,Male,1,1,5
24,Male,1,1,
24,Female,1,0,
25,Male,1,0,
29,Male,1,1,
,Male,1,0,
23,Female,1,1,3
31,Male,1,0,
22,Male,1,0,
34,Male,1,0,
22,Female,1,0,
17,Male,1,0,
,Male,2,0,
25,Female,1,0,
18,Male,1,1,5
18,Male,1,0,
30,Female,1,0,
24,Female,1,1,
22,Female,1,0,
21,Female,3,2,5
,Male,1,0,
,Male,4,2,4
22,Female,1,0,
18,Male,1,0,
29,Male,1,1,
33,Female,1,2,
24,Male,1,0,
24,Male,1,1,
24,Male,1,0,
,Male,1,0,
21,Male,1,0,
32,Male,1,0,
19,Male,2,3,5
,Male,1,0,
27,Female,1,0,
,Female,2,0,
,Male,2,0,
21,Male,1,0,
,Male,1,0,
20,Male,1,0,
27,Female,1,1,
26,Male,1,0,
,Male,1,0,
26,Male,1,0,
,Male,2,0,
17,Female,1,0,
27,Female,1,1,
19,Female,2,0,
27,Female,1,0,
32,Male,1,0,
27,Female,1,1,
26,Female,1,0,
29,Male,1,0,
27,Male,1,1,
27,Female,1,0,
18,Male,1,0,
,Female,1,0,
19,Male,1,0,
,Female,1,0,
18,Others,2,0,
,Male,2,0,
23,Male,1,0,
26,Male,1,0,
30,Female,1,0,
25,Male,1,1,
20,Female,1,1,
18,Male,1,1,5
200,Male,2,0,
18,Male,1,1,
25,Male,1,0,
23,Male,1,1,
,Female,1,0,
,Male,1,0,
,Male,1,0,
23,Male,1,0,
20,Male,1,0,
16,Male,1,0,
,Male,1,0,
27,Female,1,3,2
20,Male,1,2,5
29,Male,1,0,
31,Male,1,0,
19,Male,1,0,
,Female,1,0,
18,Female,1,1,4
,Female,1,0,
,Male,1,0,
35,Male,2,2,
18,Male,2,0,
27,Male,1,0,
19,Male,1,1,
19,Male,1,0,
23,Male,1,1,
16,Male,1,0,
18,Male,1,0,
30,Male,2,1,
,Male,1,0,
24,Male,1,0,
32,Male,1,0,
22,Male,2,0,
26,Male,1,0,
26,Male,1,0,
24,Male,4,0,
25,Female,1,1,
26,Male,1,1,5
24,Female,1,1,
,Male,1,0,
,Male,1,0,
30,Male,1,1,5
22,Female,1,0,
,Male,1,0,
22,Male,1,1,
,Female,2,0,
,Male,1,0,
21,Female,1,1,
12,Male,1,0,
21,Male,1,0,
,Others,1,0,
,Female,1,0,
21,Male,2,0,
,Male,1,0,
,Male,1,0,
26,Female,1,1,
23,Male,1,1,
20,Female,1,1,
,Male,1,0,
21,Male,1,1,
25,Female,1,1,
